Loan #,Loan Type,Balance,Rate,Term,Asset,Asset Value
11700,Auto Loan,38020.15,0.019,62,Car,43107
11701,Auto Loan,31586.86,0.0715,77,Car,23630
11702,Auto Loan,17600,0.035,67,Car,38527
11703,Auto Loan,17266.68,0.049,74,Car,24573
11704,Auto Loan,20195.55,0.019,62,Car,27565
11705,Auto Loan,51315.6,0.019,50,Car,56819
11706,Auto Loan,28257.48,0.019,50,Car,51392
11707,Auto Loan,27394.63,0.0575,74,Car,20859
11708,Auto Loan,18889.93,0.0325,74,Car,26050
11709,Auto Loan,22151.38,0.035,62,Car,29275
11710,Auto Loan,18888.86,0.0475,73,Car,31181
11711,Auto Loan,54017.24,0.055,73,Car,43251
11712,Auto Loan,34143,0.0425,73,Car,24796
11713,Auto Loan,27500,0.029,61,Car,51409
11714,Auto Loan,16661.15,0.045,73,Car,28149
11715,Auto Loan,10214.69,0.035,49,Car,26058
11716,Auto Loan,33408.67,0.0275,61,Car,35579
11717,Auto Loan,33028.02,0.029,73,Car,27653
11718,Auto Loan,50208.42,0.057,67,Car,39335
11719,Auto Loan,34140.14,0.029,62,Car,42964
11720,Auto Loan,17880.39,0.019,62,Car,23557
11721,Auto Loan,22369.75,0.049,73,Car,29575
11722,Auto Loan,25638.32,0.0425,76,Car,24252
11723,Auto Loan,13878.2,0.029,62,Car,21939
11724,Auto Loan,22220.61,0.0425,77,Car,19710
11725,Auto Loan,53780.72,0.0625,74,Car,43489
11726,Auto Loan,21531.02,0.019,61,Car,33017
11727,Auto Loan,36722.51,0.0825,73,Car,38550
11728,Auto Loan,45004.63,0.03,68,Car,32820
11729,Auto Loan,25800.59,0,62,Car,25978
11730,Auto Loan,26710.85,0.057,73,Car,17664
11731,Auto Loan,12409,0.0465,74,Car,21718
11732,Auto Loan,22909.07,0.045,74,Car,32546
11733,Auto Loan,24802.95,0.045,76,Car,28243
11734,Auto Loan,50369,0.0351,77,Car,35682
11735,Auto Loan,26719.2,0,74,Car,40656
11736,Auto Loan,22967.3,0.0449,74,Car,17549
11737,Auto Loan,24633.05,0,50,Car,24944
11738,Auto Loan,17430.72,0,50,Car,35506
11739,Auto Loan,28213.68,0,50,Car,31278
11740,Auto Loan,36720.23,0.019,62,Car,40952
11741,Auto Loan,26500.06,0.0275,74,Car,33618
11742,Auto Loan,27727.81,0.009,68,Car,19897
11743,Auto Loan,21719.11,0.0525,77,Car,19897
11744,Auto Loan,38670.99,0.0675,74,Car,48385
11745,Auto Loan,25003.04,0.085,74,Car,20904
11746,Auto Loan,32751.45,0.019,62,Car,42575
11747,Auto Loan,18359.65,0.025,67,Car,29999
11748,Auto Loan,36004.93,0.019,62,Car,35094
11749,Auto Loan,23964.68,0.035,62,Car,36163
11750,Auto Loan,21855.23,0.085,73,Car,19975
11751,Auto Loan,11393.33,0.019,36,Car,28943
11752,Auto Loan,36486.37,0.0325,61,Car,34707
11753,Auto Loan,40052.71,0.009,73,Car,35420
11754,Auto Loan,30023.37,0.019,74,Car,27119
11755,Auto Loan,20535.56,0.019,61,Car,24962
11756,Auto Loan,35542.18,0.0575,74,Car,34820
11757,Auto Loan,14896.09,0.0225,61,Car,17369
11758,Auto Loan,66033.53,0,61,Car,51481
11759,Auto Loan,31954.13,0,61,Car,22325
11760,Auto Loan,23846.17,0,61,Car,26052
11761,Auto Loan,19991,0.019,61,Car,34504
11762,Auto Loan,39743.12,0.019,61,Car,46724
11763,Auto Loan,35394.67,0,49,Car,44981
11764,Auto Loan,34454.77,0.059,73,Car,27588
11765,Auto Loan,21694.98,0.086,73,Car,24740
11766,Auto Loan,47658.72,0,50,Car,42901
11767,Auto Loan,31934.22,0.045,74,Car,25657
11768,Auto Loan,12215.81,0.029,62,Car,24094
11769,Auto Loan,17342.88,0.0325,62,Car,28295
11770,Auto Loan,36193.89,0.029,73,Car,40502
11771,Auto Loan,23009.13,0.1425,73,Car,24232
11772,Auto Loan,44189.55,0.029,74,Car,49517
11773,Auto Loan,47827.38,0.035,73,Car,42913
11774,Auto Loan,36916.59,0.019,68,Car,38637
11775,Auto Loan,42437.81,0.0325,73,Car,38127
11776,Auto Loan,32895.93,0.08,73,Car,30744
11777,Auto Loan,27328.96,0.019,73,Car,26391
11778,Auto Loan,23739,0.087,73,Car,20057
11779,Auto Loan,19746.19,0.029,62,Car,28558
11780,Auto Loan,28198.79,0.07,74,Car,26354
11781,Auto Loan,29763.27,0.0225,68,Car,32885
11782,Auto Loan,28132.39,0.009,68,Car,28655
11783,Auto Loan,29542.54,0.0425,74,Car,28445
11784,Auto Loan,29972.85,0.0325,74,Car,29164
11785,Auto Loan,22997.37,0.029,74,Car,23039
11786,Auto Loan,47692.59,0.035,74,Car,47863
11787,Auto Loan,34689.19,0.029,73,Car,40208
11788,Auto Loan,24570.13,0.0675,68,Car,22549
11789,Auto Loan,28378.34,0.035,74,Car,26376
11790,Auto Loan,35940.05,0.019,62,Car,39217
11791,Auto Loan,20612.03,0.0355,62,Car,21799
11792,Auto Loan,32440.13,0.059,73,Car,33301
11793,Auto Loan,47343.3,0.029,74,Car,46222
11794,Auto Loan,23802.62,0.029,73,Car,26992
11795,Auto Loan,19616.37,0.0175,61,Car,19738
11796,Auto Loan,22384.8,0.0405,73,Car,23057
11797,Auto Loan,48585.58,0.019,61,Car,39422
11798,Auto Loan,25660.73,0.083,74,Car,20496
11799,Auto Loan,23811.25,0.0405,73,Car,20316
11800,Auto Loan,25331.25,0.0225,67,Car,23893
11801,Auto Loan,34169.4,0.066,74,Car,26977
11802,Auto Loan,40320,0,73,Car,28758
11803,Auto Loan,23275.35,0.089,73,Car,25763
11804,Auto Loan,41089,0.019,61,Car,48131
11805,Auto Loan,25664.93,0.039,74,Car,23142
11806,Auto Loan,30764.5,0.019,62,Car,41427
11807,Auto Loan,26631.43,0.049,73,Car,23725
11808,Auto Loan,34854,0,61,Car,27835
11809,Auto Loan,34829.43,0,68,Car,33869
11810,Auto Loan,12829.92,0.0525,73,Car,16150
11811,Auto Loan,52603.4,0.035,74,Car,43405
11812,Auto Loan,18457.36,0.019,62,Car,17396
11813,Auto Loan,40236,0.039,74,Car,33045
11814,Auto Loan,27375.89,0.019,62,Car,25918
11815,Auto Loan,33014.09,0.019,61,Car,36641
11816,Auto Loan,29773.5,0.009,61,Car,25927
11817,Auto Loan,23432.39,0.009,62,Car,21964
11818,Auto Loan,21148.59,0.019,49,Car,29241
11819,Auto Loan,19693.44,0.019,61,Car,37869
11820,Auto Loan,22190.86,0.025,61,Car,37548
11821,Auto Loan,63017.69,0.057,73,Car,41423
11822,Auto Loan,22637.1,0.025,37,Car,37889
11823,Auto Loan,28790.39,0.029,73,Car,23887
11824,Auto Loan,67852,0.0325,73,Car,43212
11825,Auto Loan,21385.09,0.019,49,Car,38068
11826,Auto Loan,6725.32,0.0475,37,Car,20103
11827,Auto Loan,46645.37,0.0715,76,Car,31145
11828,Auto Loan,28460.86,0.019,62,Car,31423
11829,Auto Loan,31987.17,0.0255,61,Car,55386
11830,Auto Loan,19118,0.0725,73,Car,22023
11831,Auto Loan,23433.34,0.095,73,Car,19480
11832,Auto Loan,18603.1,0.0575,61,Car,18275
11833,Auto Loan,13879.05,0.025,37,Car,34204
11834,Auto Loan,31139.44,0.035,73,Car,24795
11835,Auto Loan,14000,0.025,50,Car,26566
11836,Auto Loan,24413.51,0.019,62,Car,35939
11837,Auto Loan,50270.35,0.039,74,Car,39910
11838,Auto Loan,40951.52,0.052,74,Car,32236
11839,Auto Loan,13489.73,0.039,74,Car,31662
11840,Auto Loan,35576.57,0.029,74,Car,23510
11841,Auto Loan,40882.73,0.039,74,Car,26707
11842,Auto Loan,19634.45,0.035,74,Car,31337
11843,Auto Loan,61398,0.025,68,Car,48891
11844,Auto Loan,19037.22,0.035,73,Car,26270
11845,Auto Loan,33430.48,0.019,62,Car,29144
11846,Auto Loan,19166.36,0.077,74,Car,12900
11847,Auto Loan,25327.29,0.0425,74,Car,20374
11848,Auto Loan,12123.12,0.039,74,Car,44411
11849,Auto Loan,42214.76,0.035,73,Car,34921
11850,Auto Loan,16684.57,0.064,73,Car,16517
11851,Auto Loan,20450.93,0.019,61,Car,20469
11852,Auto Loan,39752.79,0.029,73,Car,31541
11853,Auto Loan,20557.29,0.0175,61,Car,19710
11854,Auto Loan,21645.58,0.035,61,Car,28338
11855,Auto Loan,29623.29,0.009,67,Car,19835
11856,Auto Loan,11743.1,0.019,49,Car,32154
11857,Auto Loan,29443.14,0.0425,73,Car,23204
11858,Auto Loan,33624.26,0.019,67,Car,38838
11859,Auto Loan,15000,0.045,73,Car,32892
11860,Auto Loan,26574.16,0.035,76,Car,37686
11861,Auto Loan,30252.12,0.019,49,Car,38006
11862,Auto Loan,18263.6,0.019,61,Car,28798
11863,Auto Loan,21600,0,62,Car,24712
11864,Auto Loan,15907.69,0.019,68,Car,25187
11865,Auto Loan,26289.96,0.025,74,Car,48348
11866,Auto Loan,29480.75,0,62,Car,34263
11867,Auto Loan,21527.62,0.035,50,Car,22545
11868,Auto Loan,26101.83,0.025,62,Car,25985
11869,Auto Loan,27237,0.019,61,Car,26939
11870,Auto Loan,22432.11,0.019,62,Car,26541
11871,Auto Loan,38995.59,0.0225,62,Car,46216
11872,Auto Loan,16083.55,0.029,62,Car,28062
11873,Auto Loan,24351,0.067,74,Car,19975
11874,Auto Loan,23502.31,0.019,62,Car,34376
11875,Auto Loan,27960.12,0,62,Car,33991
11876,Auto Loan,24204.36,0.0825,74,Car,21939
11877,Auto Loan,25516.61,0.019,67,Car,26422
11878,Auto Loan,57100.56,0.029,73,Car,45662
11879,Auto Loan,14750.86,0.0325,62,Car,28399
11880,Auto Loan,49019.2,0.039,73,Car,37571
11881,Auto Loan,27675.4,0.0325,61,Car,29429
11882,Auto Loan,23115,0.019,61,Car,30092
11883,Auto Loan,45188.64,0,74,Car,38391
11884,Auto Loan,30685.09,0.009,68,Car,28181
11885,Auto Loan,21148.29,0.009,68,Car,25936
11886,Auto Loan,29999.99,0.0325,68,Car,35087
11887,Auto Loan,27838.43,0.079,73,Car,30308
11888,Auto Loan,46572.68,0.029,73,Car,34746
11889,Auto Loan,25542.6,0.0425,73,Car,28699
11890,Auto Loan,52117.92,0,73,Car,37591
11891,Auto Loan,39912.65,0.0225,62,Car,38807
11892,Auto Loan,28366.55,0.0475,74,Car,30350
11893,Auto Loan,30198.96,0,74,Car,28788
11894,Auto Loan,41203.03,0.019,68,Car,39805
11895,Auto Loan,29473.62,0,67,Car,27804
11896,Auto Loan,43092.87,0,74,Car,33202
11897,Auto Loan,25211.26,0.0375,74,Car,21194
11898,Auto Loan,28033,0.079,73,Car,21814
11899,Auto Loan,27280.08,0,73,Car,27420
11900,Auto Loan,46459.68,0.029,73,Car,42763
11901,Auto Loan,10915.24,0.019,61,Car,42518
11902,Auto Loan,32315.41,0.019,61,Car,34514
11903,Auto Loan,31502.4,0,61,Car,31768
11904,Auto Loan,33786.49,0.019,73,Car,28743
11905,Auto Loan,26270.35,0.0559,73,Car,32446
11906,Auto Loan,15941.4,0.0929,74,Car,14492
11907,Auto Loan,40210,0.0549,73,Car,26271
11908,Auto Loan,20534.54,0.0639,74,Car,20936
11909,Auto Loan,43871.58,0.019,61,Car,40628
11910,Auto Loan,26997.21,0.045,73,Car,28572
11911,Auto Loan,12870.75,0.0175,37,Car,26315
11912,Auto Loan,29631.85,0.029,62,Car,32484
11913,Auto Loan,38335.19,0.019,62,Car,32264
11914,Auto Loan,36202.72,0.0559,73,Car,30650
11915,Auto Loan,24099,0.045,74,Car,26958
11916,Auto Loan,13421.59,0.0349,61,Car,21352
11917,Auto Loan,33153.12,0,73,Car,28782
11918,Auto Loan,29418.8,0.0475,73,Car,31475
11919,Auto Loan,14604.9,0.0475,76,Car,22856
11920,Auto Loan,67704.78,0,61,Car,52544
11921,Auto Loan,28330.72,0.039,61,Car,25351
11922,Auto Loan,16666.9,0.035,61,Car,30351
11923,Auto Loan,38919.9,0.019,61,Car,39526
11924,Auto Loan,55793.12,0.0443,76,Car,41329
11925,Auto Loan,15542.06,0.045,74,Car,29954
11926,Auto Loan,26744.54,0.05,62,Car,27915
11927,Auto Loan,24531.08,0.019,62,Car,22947
11928,Auto Loan,27514.74,0.0425,74,Car,32637
11929,Auto Loan,31759.99,0.04,77,Car,30648
11930,Auto Loan,32113,0.085,61,Car,28552
11931,Auto Loan,50024,0.029,74,Car,33391
11932,Auto Loan,25698.1,0.019,74,Car,16574
11933,Auto Loan,27770.97,0.0525,77,Car,24912
11934,Auto Loan,56058.58,0.055,74,Car,41663
11935,Auto Loan,22354.63,0.035,74,Car,31775
11936,Auto Loan,7119.71,0.025,50,Car,27620
11937,Auto Loan,21750.49,0.045,77,Car,23299
11938,Auto Loan,34317.91,0.019,62,Car,33521
11939,Auto Loan,20103.19,0.0534,73,Car,23401
11940,Auto Loan,28148.2,0.0325,73,Car,28673
11941,Auto Loan,21582.3,0.0355,73,Car,22725
11942,Auto Loan,19000,0.0725,73,Car,17275
11943,Auto Loan,30078.96,0.035,61,Car,26234
11944,Auto Loan,23230.5,0.049,62,Car,22848
11945,Auto Loan,14071.85,0.019,61,Car,27676
11946,Auto Loan,23924.44,0,61,Car,26136
11947,Auto Loan,26099.89,0.045,73,Car,34373
11948,Auto Loan,34864.5,0.025,62,Car,35099
11949,Auto Loan,21667.29,0.0475,73,Car,28211
11950,Auto Loan,17207.23,0.019,61,Car,17403
11951,Auto Loan,41803.86,0.0425,73,Car,28328
11952,Auto Loan,19123.14,0.009,62,Car,22675
11953,Auto Loan,29711.51,0.0525,76,Car,25611
11954,Auto Loan,36054.98,0.035,73,Car,28632
11955,Auto Loan,24598.54,0.0475,73,Car,31391
11956,Auto Loan,54057.69,0.0375,73,Car,44955
11957,Auto Loan,23672.04,0.0575,76,Car,20565
11958,Auto Loan,18340,0.039,74,Car,20001
11959,Auto Loan,20978.91,0.0325,76,Car,28873
11960,Auto Loan,18384,0.019,61,Car,28763
11961,Auto Loan,35212.33,0.079,73,Car,36617
11962,Auto Loan,13645.76,0.0475,73,Car,34167
11963,Auto Loan,46966.13,0.019,61,Car,56407
11964,Auto Loan,28439.7,0.019,61,Car,42578
11965,Auto Loan,31678.91,0.039,61,Car,29098
11966,Auto Loan,28300,0.035,74,Car,36234
11967,Auto Loan,22286.5,0.0595,74,Car,25004
11968,Auto Loan,18291.76,0.07,74,Car,17192
11969,Auto Loan,39622.15,0,49,Car,37404
11970,Auto Loan,21884.5,0,61,Car,17192
11971,Auto Loan,22212.51,0.019,62,Car,22069
11972,Auto Loan,19069.47,0.035,61,Car,22439
11973,Auto Loan,42520.55,0.035,67,Car,45856
11974,Auto Loan,32061.69,0.069,73,Car,33721
11975,Auto Loan,30565.78,0.039,73,Car,29161
11976,Auto Loan,38674.38,0,74,Car,34225
11977,Auto Loan,50064.03,0.019,62,Car,46289
11978,Auto Loan,19125,0.0405,74,Car,20455
11979,Auto Loan,29195.76,0.069,74,Car,24269
11980,Auto Loan,35485.09,0.079,74,Car,27879
11981,Auto Loan,23868.68,0.009,49,Car,25951
11982,Auto Loan,34989.12,0,73,Car,25869
11983,Auto Loan,32959.65,0.029,74,Car,24629
11984,Auto Loan,39639.78,0.0325,74,Car,39271
11985,Auto Loan,32744.45,0.009,67,Car,29569
11986,Auto Loan,35335.24,0.029,73,Car,32294
11987,Auto Loan,32603.7,0.029,73,Car,32194
11988,Auto Loan,35320.05,0.0325,67,Car,42605
11989,Auto Loan,34248.24,0,74,Car,26217
11990,Auto Loan,24913.95,0.0799,74,Car,16562
11991,Auto Loan,30056.07,0.0631,76,Car,23512
11992,Auto Loan,34737.17,0.009,50,Car,44477
11993,Auto Loan,34918.25,0,73,Car,37402
11994,Auto Loan,23904,0,73,Car,26728
11995,Auto Loan,18236.17,0.035,73,Car,22795
11996,Auto Loan,20263.09,0.029,62,Car,26184
11997,Auto Loan,13378.5,0.029,62,Car,26688
11998,Auto Loan,29456.51,0.019,62,Car,36895
11999,Auto Loan,30768.48,0,73,Car,37837
12000,Auto Loan,27061.75,0.0525,73,Car,29275
12001,Auto Loan,32016.96,0,73,Car,39375
12002,Auto Loan,24092.75,0.035,73,Car,30169
12003,Auto Loan,34756.81,0,73,Car,38720
12004,Auto Loan,10997.05,0.025,61,Car,36793
12005,Auto Loan,39021.35,0,61,Car,33030
12006,Auto Loan,36202.12,0.045,73,Car,38317
12007,Auto Loan,27019.04,0.049,73,Car,28409
12008,Auto Loan,24537.83,0.019,73,Car,26173
12009,Auto Loan,24000,0.025,62,Car,26324
12010,Auto Loan,19331.81,0.029,74,Car,30326
12011,Auto Loan,16639,0.045,74,Car,21548
12012,Auto Loan,30756.5,0.0519,74,Car,23415
12013,Auto Loan,20730.54,0.009,49,Car,31499
12014,Auto Loan,32243.97,0.035,77,Car,35506
12015,Auto Loan,30682.07,0.0575,74,Car,20512
12016,Auto Loan,19519.49,0.0605,61,Car,21583
12017,Auto Loan,21830.83,0.009,62,Car,21544
12018,Auto Loan,31150.72,0.035,61,Car,28651
12019,Auto Loan,49471.54,0.0399,76,Car,54531
12020,Auto Loan,46412.94,0.045,67,Car,37955
12021,Auto Loan,26099.81,0.0425,73,Car,20263
12022,Auto Loan,32301.5,0.0425,76,Car,29630
12023,Auto Loan,10482.38,0.019,38,Car,33236
12024,Auto Loan,28139.81,0.025,61,Car,25054
12025,Auto Loan,41326.5,0.035,73,Car,34183
12026,Auto Loan,29768.34,0.0505,61,Car,40263
12027,Auto Loan,27508.16,0.049,74,Car,17617
12028,Auto Loan,46200.7,0.0375,77,Car,42459
12029,Auto Loan,40921.65,0.0449,74,Car,47732
12030,Auto Loan,31776.81,0.0525,76,Car,30586
12031,Auto Loan,9238.18,0.0595,49,Car,19838
12032,Auto Loan,27796.36,0.019,62,Car,43790
12033,Auto Loan,19239.22,0.0225,41,Car,25414
12034,Auto Loan,20983.86,0.0225,62,Car,28819
12035,Auto Loan,45807.28,0.029,74,Car,37974
12036,Auto Loan,18154.62,0.025,62,Car,20963
12037,Auto Loan,27133.65,0.025,62,Car,32330
12038,Auto Loan,21500,0.0825,74,Car,19279
12039,Auto Loan,13649,0.029,62,Car,26701
12040,Auto Loan,22673.39,0.0525,74,Car,22502
12041,Auto Loan,22915.45,0.019,60,Car,33612
12042,Auto Loan,48238.4,0.019,61,Car,50121
12043,Auto Loan,24836.91,0.019,74,Car,27118
12044,Auto Loan,30384.9,0.055,73,Car,28537
12045,Auto Loan,12600.17,0,61,Car,17609
12046,Auto Loan,12312.99,0.0505,61,Car,19279
12047,Auto Loan,29129.95,0.055,74,Car,25927
12048,Auto Loan,39327.75,0,62,Car,38449
12049,Auto Loan,21486.5,0.019,61,Car,29235
12050,Auto Loan,28309.37,0.019,61,Car,51613
12051,Auto Loan,17600,0.0375,73,Car,23688
12052,Auto Loan,18413.67,0.045,74,Car,28179
12053,Auto Loan,23916.6,0,61,Car,28738
12054,Auto Loan,29878.64,0.035,61,Car,36334
12055,Auto Loan,34787,0.019,61,Car,29853
12056,Auto Loan,36795.19,0.019,61,Car,29735
12057,Auto Loan,8442.6,0.035,37,Car,19825
12058,Auto Loan,10000,0.035,61,Car,26678
12059,Auto Loan,24864.92,0.097,73,Car,18700
12060,Auto Loan,54668.85,0.029,73,Car,42194
12061,Auto Loan,19984.86,0.035,74,Car,27791
12062,Auto Loan,12708,0.055,74,Car,19025
12063,Auto Loan,23862.45,0.009,62,Car,20620
12064,Auto Loan,29826.86,0.035,77,Car,27042
12065,Auto Loan,28220.25,0.019,61,Car,30051
12066,Auto Loan,18794,0.025,62,Car,21784
12067,Auto Loan,49395.91,0.0375,77,Car,47613
12068,Auto Loan,71914.63,0.0615,74,Car,46693
12069,Auto Loan,27028.63,0.019,62,Car,27085
12070,Auto Loan,73841.75,0.019,61,Car,60969
12071,Auto Loan,43303.4,0.019,67,Car,48340
12072,Auto Loan,22203.55,0.019,62,Car,26579
12073,Auto Loan,23948.16,0.019,61,Car,32700
12074,Auto Loan,17066.97,0.019,62,Car,32896
12075,Auto Loan,31374.56,0.045,68,Car,24584
12076,Auto Loan,39371.48,0,50,Car,45999
12077,Auto Loan,22791.96,0.0325,73,Car,26955
12078,Auto Loan,25891.92,0.019,61,Car,37191
12079,Auto Loan,18349.8,0,61,Car,21529
12080,Auto Loan,32825.39,0.035,61,Car,27839
12081,Auto Loan,25112.14,0.025,62,Car,36595
12082,Auto Loan,50234.85,0.025,73,Car,53191
12083,Auto Loan,17632.44,0.0755,61,Car,14200
12084,Auto Loan,29831.13,0.0325,73,Car,21733
12085,Auto Loan,19587.04,0.025,61,Car,27564
12086,Auto Loan,52656.53,0.05,73,Car,38212
12087,Auto Loan,29103.67,0.0675,73,Car,24790
12088,Auto Loan,47942.73,0.025,73,Car,50451
12089,Auto Loan,23266.6,0.0425,73,Car,22913
12090,Auto Loan,29591.97,0.085,73,Car,27895
12091,Auto Loan,13591.25,0.0225,62,Car,17650
12092,Auto Loan,28500.12,0.025,61,Car,28127
12093,Auto Loan,33659.06,0.035,61,Car,41958
12094,Auto Loan,28752.63,0.029,73,Car,30405
12095,Auto Loan,30909.17,0.079,73,Car,24461
12096,Auto Loan,18146.09,0.019,62,Car,18651
12097,Auto Loan,15793.51,0.009,62,Car,22768
12098,Auto Loan,43790.08,0.019,61,Car,36326
12099,Auto Loan,10380.7,0.0225,61,Car,46619
12100,Auto Loan,29646.83,0.029,61,Car,26000
12101,Auto Loan,25588.8,0,61,Car,21799
12102,Auto Loan,25351.77,0.039,74,Car,26750
12103,Auto Loan,33688.08,0,73,Car,30271
12104,Auto Loan,31784.5,0.029,74,Car,40219
12105,Auto Loan,26168.4,0.009,68,Car,25838
12106,Auto Loan,22793.77,0.0425,73,Car,22543
12107,Auto Loan,19382.03,0.039,73,Car,20304
12108,Auto Loan,23542.94,0.0325,68,Car,22984
12109,Auto Loan,54492.55,0.029,62,Car,45223
12110,Auto Loan,22653.5,0.0659,73,Car,32340
12111,Auto Loan,42639.25,0.0275,61,Car,46145
12112,Auto Loan,31116.18,0.0275,56,Car,45791
12113,Auto Loan,13181.85,0.029,62,Car,22636
12114,Auto Loan,23213.52,0.019,61,Car,38204
12115,Auto Loan,26474.86,0.019,62,Car,41007
12116,Auto Loan,13607.65,0.039,37,Car,33870
12117,Auto Loan,27810,0,74,Car,28696
12118,Auto Loan,29865.68,0.045,74,Car,31983
12119,Auto Loan,16413.11,0.0359,62,Car,21113
12120,Auto Loan,25157.39,0.045,74,Car,28069
12121,Auto Loan,30215.92,0.035,61,Car,34568
12122,Auto Loan,44557.75,0.019,61,Car,46186
12123,Auto Loan,23891.35,0.035,73,Car,26117
12124,Auto Loan,17999,0.0175,49,Car,26292
12125,Auto Loan,19671.93,0,62,Car,20769
12126,Auto Loan,25947.65,0.0275,67,Car,24310
12127,Auto Loan,15794.1,0.009,62,Car,27106
12128,Auto Loan,27428.49,0.019,73,Car,23340
12129,Auto Loan,30690.12,0.0525,76,Car,26964
12130,Auto Loan,31296.82,0.035,74,Car,22117
12131,Auto Loan,19475.54,0.029,73,Car,33383
12132,Auto Loan,10001.56,0.045,62,Car,51627
12133,Auto Loan,27590.57,0.0755,74,Car,43507
12134,Auto Loan,40211.6,0.029,61,Car,34628
12135,Auto Loan,38222.25,0.019,62,Car,42891
12136,Auto Loan,37215.67,0.019,62,Car,40274
12137,Auto Loan,25426.6,0.035,77,Car,30038
12138,Auto Loan,42170.57,0.019,62,Car,41909
12139,Auto Loan,28363.2,0.029,74,Car,38377
12140,Auto Loan,16102.85,0.06,74,Car,20809
12141,Auto Loan,11657.14,0.009,61,Car,22026
12142,Auto Loan,19755,0.025,61,Car,31710
12143,Auto Loan,22989.96,0.059,62,Car,25284
12144,Auto Loan,62657.32,0.0325,74,Car,39951
12145,Auto Loan,44678.22,0.096,73,Car,44500
12146,Auto Loan,49417.01,0.025,61,Car,45928
12147,Auto Loan,30656.64,0,49,Car,38186
12148,Auto Loan,19838.64,0.025,61,Car,30042
12149,Auto Loan,17558.88,0.019,61,Car,26172
12150,Auto Loan,51852.89,0.019,74,Car,53632
12151,Auto Loan,30109.85,0.029,74,Car,39554
12152,Auto Loan,20689.99,0.059,62,Car,21942
12153,Auto Loan,15654.65,0.0525,77,Car,18628
12154,Auto Loan,13971.13,0.035,74,Car,31500
12155,Auto Loan,31935.14,0.052,74,Car,24850
12156,Auto Loan,39923.6,0.029,74,Car,32303
12157,Auto Loan,24192.42,0.0805,74,Car,17750
12158,Auto Loan,21280.18,0.029,62,Car,30013
12159,Auto Loan,25973.12,0.065,74,Car,20859
12160,Auto Loan,21747.75,0.029,74,Car,25026
12161,Auto Loan,16067.36,0,62,Car,26558
12162,Auto Loan,18139.83,0.045,73,Car,33851
12163,Auto Loan,39735.12,0.039,73,Car,32162
12164,Auto Loan,21765.9,0.029,73,Car,29077
12165,Auto Loan,13726.48,0.035,73,Car,21959
12166,Auto Loan,28002.19,0.019,61,Car,28616
12167,Auto Loan,40873.8,0,61,Car,46563
12168,Auto Loan,32741.28,0.025,67,Car,40313
12169,Auto Loan,47309.39,0.039,74,Car,37731
12170,Auto Loan,16945.45,0.097,73,Car,15800
12171,Auto Loan,44055,0.019,74,Car,28845
12172,Auto Loan,32932.96,0.009,62,Car,26688
12173,Auto Loan,25375,0.029,73,Car,24261
12174,Auto Loan,8211.27,0.019,38,Car,27956
12175,Auto Loan,42987.24,0.039,74,Car,38407
12176,Auto Loan,22439,0.066,73,Car,19864
12177,Auto Loan,24045.6,0.0425,73,Car,24121
12178,Auto Loan,33600.35,0.009,68,Car,28810
12179,Auto Loan,11230.55,0.0325,62,Car,34268
12180,Auto Loan,49725.2,0.019,62,Car,44950
12181,Auto Loan,31593.44,0.0325,73,Car,28267
12182,Auto Loan,25655.18,0.009,67,Car,23203
12183,Auto Loan,19133,0.0325,61,Car,19894
12184,Auto Loan,21952.8,0,61,Car,22715
12185,Auto Loan,34648.77,0.029,73,Car,30518
12186,Auto Loan,28429.57,0.009,74,Car,25248
12187,Auto Loan,31910.22,0.0225,61,Car,28664
12188,Auto Loan,22749.22,0,61,Car,16873
12189,Auto Loan,42708.8,0.019,49,Car,47459
12190,Auto Loan,34453.3,0,73,Car,33768
12191,Auto Loan,24174.99,0.0275,74,Car,26663
12192,Auto Loan,22590.1,0.019,74,Car,26345
12193,Auto Loan,7149.49,0.019,61,Car,21199
12194,Auto Loan,18377.01,0.029,38,Car,33720
12195,Auto Loan,34616.27,0.0225,68,Car,35508
12196,Auto Loan,6630,0.029,49,Car,33915
12197,Auto Loan,22494.4,0.019,49,Car,22768
12198,Auto Loan,23091.68,0.019,74,Car,25875
12199,Auto Loan,37245.12,0.019,68,Car,40502
12200,Auto Loan,19276.19,0.0595,74,Car,20886
12201,Auto Loan,25589,0.059,73,Car,30230
12202,Auto Loan,24486.17,0.009,67,Car,28181
12203,Auto Loan,28077.58,0.0825,73,Car,26671
12204,Auto Loan,35905.68,0,74,Car,33744
12205,Auto Loan,24957.19,0.045,74,Car,28944
12206,Auto Loan,26038.52,0.049,73,Car,27259
12207,Auto Loan,32312.16,0.045,73,Car,32448
12208,Auto Loan,29459,0,67,Car,25944
12209,Auto Loan,35764,0.019,62,Car,36583
12210,Auto Loan,44320.8,0.019,73,Car,39511
12211,Auto Loan,22626.86,0.0499,74,Car,24367
12212,Auto Loan,31409.77,0.049,73,Car,28708
12213,Auto Loan,13033.04,0.03,49,Car,32134
12214,Auto Loan,27242.39,0.049,73,Car,30159
12215,Auto Loan,38770.18,0.009,49,Car,36757
12216,Auto Loan,44141.69,0.019,62,Car,44644
12217,Auto Loan,33906.85,0.009,49,Car,42561
